,adult,backdrop_path,belongs_to_collection,budget,genres,genres_0_name,genres_1_name,genres_2_name,genres_3_name,genres_4_name,genres_5_id,genres_5_name,genres_6_id,genres_6_name,homepage,id,imdb_id,origin_country,origin_country_0,origin_country_1,origin_country_2,origin_country_3,origin_country_4,original_language,original_title,overview,popularity,poster_path,production_companies,production_companies_0_id,production_companies_0_logo_path,production_companies_0_name,production_companies_0_origin_country,production_companies_10_id,production_companies_10_logo_path,production_companies_10_name,production_companies_10_origin_country,production_companies_11_id,production_companies_11_logo_path,production_companies_11_name,production_companies_11_origin_country,production_companies_12_id,production_companies_12_logo_path,production_companies_12_name,production_companies_12_origin_country,production_companies_13_id,production_companies_13_logo_path,production_companies_13_name,production_companies_13_origin_country,production_companies_14_id,production_companies_14_logo_path,production_companies_14_name,production_companies_14_origin_country,production_companies_15_id,production_companies_15_logo_path,production_companies_15_name,production_companies_15_origin_country,production_companies_16_id,production_companies_16_logo_path,production_companies_16_name,production_companies_16_origin_country,production_companies_1_id,production_companies_1_logo_path,production_companies_1_name,production_companies_1_origin_country,production_companies_2_id,production_companies_2_logo_path,production_companies_2_name,production_companies_2_origin_country,production_companies_3_id,production_companies_3_logo_path,production_companies_3_name,production_companies_3_origin_country,production_companies_4_id,production_companies_4_logo_path,production_companies_4_name,production_companies_4_origin_country,production_companies_5_id,production_companies_5_logo_path,production_companies_5_name,production_companies_5_origin_country,production_companies_6_id,production_companies_6_logo_path,production_companies_6_name,production_companies_6_origin_country,production_companies_7_id,production_companies_7_logo_path,production_companies_7_name,production_companies_7_origin_country,production_companies_8_id,production_companies_8_logo_path,production_companies_8_name,production_companies_8_origin_country,production_companies_9_id,production_companies_9_logo_path,production_companies_9_name,production_companies_9_origin_country,production_countries,production_countries_0_iso_3166_1,production_countries_0_name,production_countries_1_iso_3166_1,production_countries_1_name,production_countries_2_iso_3166_1,production_countries_2_name,production_countries_3_iso_3166_1,production_countries_3_name,production_countries_4_iso_3166_1,production_countries_4_name,production_countries_5_iso_3166_1,production_countries_5_name,release_date,revenue,runtime,spoken_languages,spoken_languages_0_english_name,spoken_languages_0_iso_639_1,spoken_languages_10_english_name,spoken_languages_10_iso_639_1,spoken_languages_10_name,spoken_languages_1_english_name,spoken_languages_1_iso_639_1,spoken_languages_1_name,spoken_languages_2_english_name,spoken_languages_2_iso_639_1,spoken_languages_2_name,spoken_languages_3_english_name,spoken_languages_3_iso_639_1,spoken_languages_3_name,spoken_languages_4_english_name,spoken_languages_4_iso_639_1,spoken_languages_4_name,spoken_languages_5_english_name,spoken_languages_5_iso_639_1,spoken_languages_5_name,spoken_languages_6_english_name,spoken_languages_6_iso_639_1,spoken_languages_6_name,spoken_languages_7_english_name,spoken_languages_7_iso_639_1,spoken_languages_7_name,spoken_languages_8_english_name,spoken_languages_8_iso_639_1,spoken_languages_8_name,spoken_languages_9_english_name,spoken_languages_9_iso_639_1,spoken_languages_9_name,status,tagline,title,video,vote_average,vote_count
600,False,/YL3GPOiDcNraIJOVDCZsoOBoDy.jpg,,15000000,,Science Fiction,Action,Adventure,Thriller,,,,,,https://www.20thcenturystudios.com/movies/predator,106,tt0093773,,US,,,,,en,Predator,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,81.548,/k3mW4qfJo6SKqe6laRyNGnbB9n5.jpg,,25.0,/qZCc1lty5FzX30aOCVRBLzaVmcp.png,20th Century Fox,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.0,,Lawrence Gordon Productions,US,1885.0,/xlvoOZr4s1PygosrwZyolIFe5xs.png,Silver Pictures,US,1302.0,/zC3b70ixHh89qJIikLQPEvLqbPM.png,Davis Entertainment,US,5263.0,,Amercent Films,,5264.0,,American Entertainment Partners L.P.,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,1987-06-12,98267558,107,,English,en,,,,Spanish,es,Español,,,,,,,,,,,,,,,,,,,,,,,,,Released,Soon the hunt will begin.,Predator,False,7.533,7990
601,False,/zYeYZuqXuB2nfIR4zfKhaDWHeF6.jpg,,9000000,,Comedy,Romance,,,,,,,,,14347,tt0086973,,US,,,,,en,Blame It on Rio,"Matthew Hollis is man on holiday in Rio with his best friend. Both men have teenage daughters with them. When Matthew falls for his best friend's amorous daughter named Jennifer, they embark on a secret, if slightly one-sided relationship. Jennifer's father is furious when he finds out about the 'older man' in his daughter's life, and sets out to hunt him down with the aid of Matthew!",47.146,/yzNtmqL6HUFC7FZl9DnGmhnCQUL.jpg,,556.0,,Sherwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,/qZCc1lty5FzX30aOCVRBLzaVmcp.png,20th Century Fox,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,1984-02-17,18644570,100,,Portuguese,pt,,,,English,en,English,,,,,,,,,,,,,,,,,,,,,,,,,Released,She's the hottest thing on the beach. She's also his best friend's daughter!,Blame It on Rio,False,5.7,168
602,False,/1Jpkm9qZcsT0mSyVXgs4VlGjPNI.jpg,,70000000,,Drama,Thriller,War,,,,,,,,16869,tt0361748,,US,,,,,en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",81.782,/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,,308.0,/e8F3mQM7DkJ5SfYYDp8FYzPBOGX.png,The Weinstein Company,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,/8lvHyhjr8oUKOOy2dKXoALWKdp0.png,Universal Pictures,US,59.0,/yH7OMeSxhfP0AVM6iT0rsF3F4ZC.png,A Band Apart,US,6817.0,,Zehnte Babelsberg Film,DE,6818.0,,Visiona Romantica,US,682.0,,Peninsula Films,FR,,,,,,,,,,,,,,,,,,FR,France,DE,Germany,US,United States of America,,,,,,,2009-08-02,321457747,153,,German,de,,,,English,en,English,French,fr,Français,Italian,it,Italiano,,,,,,,,,,,,,,,,,,,Released,A basterd's work is never done.,Inglourious Basterds,False,8.219,22118
603,False,/k1KrbaCMACQiq7EA0Yhw3bdzMv7.jpg,,95000000,,Animation,Family,Music,Fantasy,Comedy,,,,,https://www.dreamworks.com/movies/trolls-band-together,901362,tt14362112,,US,,,,,en,Trolls Band Together,"When Branch's brother, Floyd, is kidnapped for his musical talents by a pair of nefarious pop-star villains, Branch and Poppy embark on a harrowing and emotional journey to reunite the other brothers and rescue Floyd from a fate even worse than pop-culture obscurity.",79.303,/bkpPTZUdq31UGDovmszsg2CchiI.jpg,,521.0,/3BPX5VGBov8SDqTV7wC1L1xShAS.png,DreamWorks Animation,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2023-10-12,207318137,91,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,There are some new trolls on the block.,Trolls Band Together,False,7.3,840
604,False,/tlNzm03CHTNEXc1mih0obFBYwwx.jpg,,0,,Science Fiction,Action,,,,,,,,,1028725,tt18413900,,CN,,,,,zh,变种人：幽灵战姬,"Wu Qingqing is an agent of the International Security Alliance (to combat mutant crime) and is ordered to infiltrate Medusa Plastic Hospital to collect evidence of the secret research on genetic induction fluid by its direct consortium to create mutant fighters. Wu Qingqing successfully infiltrates, but was forced to inject a gene induction fluid.",63.987,/ensNfCsxIRIr6LJnrRCXd94tfd.jpg,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CN,China,,,,,,,,,,,2022-09-26,0,72,,Mandarin,zh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,,Mutant: Ghost War Girl,False,5.4,49
605,False,/rmNlWyez5cniGtXkgixG1ezdqVk.jpg,,0,,Action,Thriller,,,,,,,,,1093995,tt21301418,,US,,,,,en,Chief of Station,"After learning that the death of his wife was not an accident, a former CIA Station Chief is forced back into the espionage underworld, teaming up with an adversary to unravel a conspiracy that challenges everything he thought he knew.",109.515,/cA6uqwvvG50gGJwqK3SwEq3HB35.jpg,,5641.0,,Bee Holder Productions,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62709.0,,Concourse Media,US,189103.0,/hu0qcD4k7kfWpdAewqmJSUyZPa7.png,Ashland Hill Media Finance,US,173156.0,,TDP FILMS,,159674.0,/2NAHsquI5QpycL3RnnxlESGgS7C.png,Filmology Finance,,90423.0,/8KJcTfZZx3IV4dLYLIO7ogkD615.png,Tip-Top Productions,US,80609.0,,Mirror Productions,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2024-05-02,0,93,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,Revenge knows no limits.,Chief of Station,False,6.3,139
606,False,/4BXIBNeYpKkOrYtRVXpGCwHj3Ve.jpg,,6600000,,War,Drama,,,,,,,,https://fantefilm.no/,983044,tt27724113,,NO,,,,,no,Konvoi,"In 1942, a convoy of 35 civilian ships, carrying vital supplies from Iceland to the Soviet Union, faces deadly challenges in the Arctic. Despite Allied naval escort, catastrophic intelligence errors expose the convoy to relentless German air and naval attacks. In the brutal conditions, inexperienced civilian sailors fight for survival, with only 12 ships making it to their destination.",109.309,/3iUVHcDUhDe1lUBcPYtd919MJpb.jpg,,3079.0,/12cb7xhHlYnW4uksoVR8hp48psC.png,Fantefilm,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,Norway,,,,,,,,,,,2023-12-25,3637940,109,,English,en,,,,Norwegian,no,Norsk,Swedish,sv,svenska,,,,,,,,,,,,,,,,,,,,,,Released,Courage becomes their only lifeline.,The Arctic Convoy,False,6.7,39
607,False,/cMnVmutb5mVgIBeiMOncAbwNjvG.jpg,,22000000,,Horror,,,,,,,,,http://www.thenunmovie.com/,439079,tt5814060,,US,,,,,en,The Nun,A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,109.159,/sFC1ElvoKGdHJIWRpNB3xWJ9lJA.jpg,,12.0,/2ycs64eqV5rqKYHyQK0GVoKGvfX.png,New Line Cinema,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76907.0,/ygMQtjsKX7BZkCQhQZY82lgnCUO.png,Atomic Monster,US,11565.0,/S74cHHbIrdmb5M51Pft72Uo9Gz.png,The Safran Company,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2018-09-05,366082797,96,,Mandarin,zh,,,,French,fr,Français,English,en,English,Latin,la,Latin,Romanian,ro,Română,,,,,,,,,,,,,,,,Released,Pray For Forgiveness,The Nun,False,5.892,6603
608,False,/1n00NlOGRFZVs8coBxyZLm5l4EC.jpg,,217000000,,Action,Adventure,Science Fiction,,,,,,,https://www.paramountmovies.com/movies/transformers-the-last-knight,335988,tt3371366,,US,,,,,en,Transformers: The Last Knight,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",82.159,/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg,,4.0,/gz66EfNoYPqHTYI4q9UEN4CbHRc.png,Paramount Pictures,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.0,/AjzK0s2w1GtLfR4hqCjVSYi0Sr8.png,di Bonaventura Pictures,US,38833.0,,Ian Bryce Productions,,38831.0,,DeSanto/Murphy Productions,US,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2017-06-16,605425157,154,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,Two worlds collide. One survives.,Transformers: The Last Knight,False,6.1,6127
609,False,/3uitC1TpLNXJwvo3Xyxea7s3JCY.jpg,,0,,Drama,Romance,,,,,,,,,165612,tt0087287,,CA,US,,,,ru,Lady Libertine,"Charlie, a young aristocrat in turn of the century England, meets a boy named Frank on the road to Portsmouth. What Charlie doesn't realize is that Frank is actually Frances, who's donned a disguise to escape working at a brothel. Charlie takes Frank/Frances into his home, and when he discovers her true identity, the two become lovers.",84.327,/apO6C9L3cIGKdjv0do0gLPnlIiF.jpg,,6270.0,,Cinépix Film Properties (CFP),CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444.0,/1848gsFuV3EGewKg8xWADAyJUVy.png,The Cannon Group,US,1431.0,/v3YaGAqdqfEoB1CRIVBWXW7so1O.png,Playboy Enterprises,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,Canada,FR,France,US,United States of America,,,,,,,1984-06-27,0,83,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,The infamous erotic saga an ashamed star tried to stop!,Lady Libertine,False,5.5,13
610,False,/sy0vo1cmpKqwPRiMUiJ45jyLsX7.jpg,,123000000,,Family,Comedy,Fantasy,,,,,,,,8871,tt0170016,,US,,,,,en,How the Grinch Stole Christmas,The Grinch decides to rob Whoville of Christmas - but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart...,56.174,/AmUs3hximCKa90sHuIRr5Bz8ci5.jpg,,33.0,/8lvHyhjr8oUKOOy2dKXoALWKdp0.png,Universal Pictures,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,/bJOFo2ufq7iFC1F4qZm8aLxF5aS.png,Imagine Entertainment,US,187063.0,,Brian Grazer Productions,US,142395.0,,LUNI Productions,DE,,,,,,,,,,,,,,,,,,,,,,,,,,DE,Germany,US,United States of America,,,,,,,,,2000-11-17,345800000,104,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,He puts the mean in green.,How the Grinch Stole Christmas,False,6.8,7328
611,False,/rBo0yYQTruIYEuXdyCAyVVlNb2H.jpg,,13000000,,Drama,,,,,,,,,https://ordinaryangels.movie/,974036,tt4996328,,US,,,,,en,Ordinary Angels,"In Louisville, Kentucky, hairdresser Sharon Stevens rallies the masses to help widowed father Ed Schmitt save his critically ill 5 year old daughter Michelle after their community is hit by a major snowstorm from the 1994 North American cold wave.",55.977,/wdi9kEU4W2UeBTtdqOPZISGMtDR.jpg,,144002.0,/k1uzQeFSgzGuiyoxfjbPZF9ofAz.png,Kingdom Story Company,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.0,/aXqwCvJSCDbTclkxAYfsT1l4Dsa.png,Vertigo Entertainment,US,118472.0,/vafYjvjZwK4JaV5Hcm9vSzw6f9G.png,Stampede Ventures,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2024-02-22,20566982,118,,German,de,,,,English,en,English,,,,,,,,,,,,,,,,,,,,,,,,,Released,Find your purpose. Make a difference.,Ordinary Angels,False,7.839,190
612,False,/uU1Mt4JWhDvl4vKb3AfxNsorkoM.jpg,,160000000,,Family,Fantasy,Romance,,,,,,,http://movies.disney.com/beauty-and-the-beast-2017,321612,tt2771200,,US,,,,,en,Beauty and the Beast,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,72.646,/hKegSKIDep2ewJWPUQD7u0KqFIp.jpg,,2.0,/wdrCwmRnLFJhEoH8GSfymY85KHT.png,Walt Disney Pictures,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10227.0,/3YfRy3DBl4abcqkzGx4RVNz12yl.png,Mandeville Films,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2017-03-16,1266115964,129,,English,en,,,,French,fr,Français,,,,,,,,,,,,,,,,,,,,,,,,,Released,Be our guest.,Beauty and the Beast,False,6.971,15368
613,False,/jnE1GA7cGEfv5DJBoU2t4bZHaP4.jpg,,0,,Action,Science Fiction,,,,,,,,,1094844,tt26785742,,US,,,,,en,Ape vs Mecha Ape,"Recognizing the destructive power of its captive giant Ape, the military makes its own battle-ready A.I., Mecha Ape. But its first practical test goes horribly wrong, leaving the military no choice but to release the imprisoned giant ape to stop the colossal robot before it destroys downtown Chicago.",108.385,/dJaIw8OgACelojyV6YuVsOhtTLO.jpg,,1311.0,/ic2bTizdzRLDVzAvN7MXdUg3WQV.png,The Asylum,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152189.0,,"The Global Asylum, LLC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2023-03-24,0,80,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,This s#it is bananas!,Ape vs Mecha Ape,False,5.8,271
614,False,/roYyPiQDQKmIKUEhO912693tSja.jpg,,17000000,,Horror,Drama,Science Fiction,,,,,,,http://aquietplacemovie.com,447332,tt6644200,,US,,,,,en,A Quiet Place,A family is forced to live in silence while hiding from creatures that hunt by sound.,94.112,/nAU74GmpUk7t5iklEp3bufwDq4n.jpg,,4.0,/gz66EfNoYPqHTYI4q9UEN4CbHRc.png,Paramount Pictures,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2481.0,/vOQg26GjR0LnkN1Ph9uyog1UuOE.png,Platinum Dunes,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2018-04-03,340955294,91,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,"If they hear you, they hunt you.",A Quiet Place,False,7.4,14064
615,False,/aGQIIKpAPYNtziFrCCBBgIzmUXe.jpg,,0,,Horror,,,,,,,,,,1051560,tt23571868,,US,,,,,en,The Devil Comes at Night,A washed up boxer searching for his inheritance must fight for his life when he is trapped in his deceased father's farmhouse by a local cannibal cult.,79.547,/6QIeZuKirT4cXVpW7ilVZmcRmdK.jpg,,217332.0,,BATS,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,Canada,,,,,,,,,,,2023-06-06,0,80,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,He will consume your soul.,The Devil Comes at Night,False,6.8,22
616,False,/w1oD1MzHjnBJc5snKupIQaSBLIh.jpg,,258000000,,Action,Adventure,Science Fiction,,,,,,,https://www.sonypictures.com/movies/spiderman3,559,tt0413300,,US,,,,,en,Spider-Man 3,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",73.332,/qFmwhVUoUSXjkKRmca5yGDEXBIj.jpg,,326.0,,Laura Ziskin Productions,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,/hUzeosd33nzE5MCNsZxCGEKTXaQ.png,Marvel Studios,US,5.0,/71BqEFAF4V3qjjMPCpLuyJFB9A.png,Columbia Pictures,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2007-05-01,894983373,139,,English,en,,,,French,fr,Français,,,,,,,,,,,,,,,,,,,,,,,,,Released,The greatest battle lies within.,Spider-Man 3,False,6.432,14002
617,False,/syKiIOqEoOi1Hb0Oh0n9cImcBab.jpg,,16000000,,Horror,Thriller,,,,,,,,https://www.theblackphonemovie.com/,756999,tt7144666,,US,,,,,en,The Black Phone,"Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",64.344,/lr11mCT85T1JanlgjMuhs9nMht4.jpg,,33.0,/8lvHyhjr8oUKOOy2dKXoALWKdp0.png,Universal Pictures,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3172.0,/rzKluDcRkIwHZK2pHsiT667A2Kw.png,Blumhouse Productions,US,162439.0,,Crooked Highway,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2022-06-22,161440742,103,,English,en,,,,Portuguese,pt,Português,Spanish,es,Español,,,,,,,,,,,,,,,,,,,,,,Released,Never talk to strangers.,The Black Phone,False,7.601,4859
618,False,/o5zvZFVlAsHjv2yXaCMc6AySP7b.jpg,,68000000,,Horror,Mystery,Science Fiction,,,,,,,https://www.nope.movie,762504,tt10954984,,US,,,,,en,Nope,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",46.285,/AcKVlWaNVVVFQwro3nLXqPljcYA.jpg,,88934.0,/5Be96V9WXa7jJInSDPqDOqMBA0o.png,Monkeypaw Productions,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,/8lvHyhjr8oUKOOy2dKXoALWKdp0.png,Universal Pictures,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2022-07-20,170823080,130,,English,en,,,,Portuguese,pt,Português,Spanish,es,Español,,,,,,,,,,,,,,,,,,,,,,Released,What’s a bad miracle?,Nope,False,6.845,4051
619,False,/5h8VtV4oh2qkO8Iqz7gypIYJPAr.jpg,,3300000,,Drama,Music,,,,,,,,https://www.sonyclassics.com/film/whiplash,244786,tt2582802,,US,,,,,en,Whiplash,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",81.65,/7fn624j5lj3xTme2SgiLCeuedmO.jpg,,2266.0,/owzVs2mguyyJ3vIn7EbgowpUPnk.png,Bold Films,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3172.0,/rzKluDcRkIwHZK2pHsiT667A2Kw.png,Blumhouse Productions,US,32157.0,/4hOCk25Ce8s242NItnwtV7aKRWY.png,Right of Way Films,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2014-10-10,50307484,107,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,The road to greatness can take you to the edge.,Whiplash,False,8.381,14997
620,False,/c6wTuTMEl0ffnZyzozNiw08Ocnl.jpg,,0,,Horror,Comedy,Drama,,,,,,,,32629,tt0113757,,HK,,,,,cn,滿清十大酷刑,A corrupt magistrate subjects a innocent young bride to inconceivable physical punishments after convicting her of killing her husband.,73.967,/fm376vkWHG3y5yUwvOpGtlLludK.jpg,,89807.0,,Wong Jing's Workshop Ltd.,HK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2521.0,/e9lXexogBN1nOXA8axzASggea8B.png,Orange Sky Golden Harvest,HK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HK,Hong Kong,,,,,,,,,,,1994-05-19,0,93,,Mandarin,zh,,,,Cantonese,cn,广州话 / 廣州話,,,,,,,,,,,,,,,,,,,,,,,,,Released,,A Chinese Torture Chamber Story,False,5.6,55
621,False,/aATi2PtaOQCVAquCym6OU0Z4FjY.jpg,,0,,Action,,,,,,,,,https://www.netflix.com/title/81064546,704673,tt5834874,,US,,,,,en,Trigger Warning,A Special Forces commando uncovers a dangerous conspiracy when she returns to her hometown looking for answers into her beloved father's death.,80.449,/lJN24nn28s5afC1UnLPYRgYOp1K.jpg,,3528.0,/cCzCClIzIh81Fa79hpW5nXoUsHK.png,Thunder Road,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218228.0,,Mexican Spitfire,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2024-06-20,0,106,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,Vengeance becomes her.,Trigger Warning,False,5.8,448
622,False,/2P3R5sSvPjlbkh4ZnVPqjck0iW5.jpg,,0,,Animation,Science Fiction,Action,,,,,,,,610150,tt14614892,,JP,,,,,ja,ドラゴンボール超 スーパーヒーロー,"The Red Ribbon Army, an evil organization that was once destroyed by Goku in the past, has been reformed by a group of people who have created new and mightier Androids, Gamma 1 and Gamma 2, and seek vengeance against Goku and his family.",67.945,/pi0iZOEHeA3ih4p1IwAG4x2DZNH.jpg,,5542.0,/ayE4LIqoAWotavo7xdvYngwqGML.png,Toei Animation,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2918.0,/gyEWUBWwqrm3H5T2hkERD9LxpOq.png,Shueisha,JP,3341.0,/dTG5dXE1kU2mpmL9BNnraffckLU.png,Fuji Television Network,JP,12502.0,/tlBbCuZditAuvzDdIDjjnGLJUpc.png,Bandai Namco Entertainment,JP,24051.0,,Bird Studios,JP,5822.0,/qyTbRgCyU9NLKvKaiQVbadtr7RY.png,Toei Company,JP,,,,,,,,,,,,,,,,,,JP,Japan,,,,,,,,,,,2022-06-11,86600000,99,,Japanese,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,A super awakening and calamity is born.,Dragon Ball Super: Super Hero,False,7.898,2806
623,False,/gZ78dyRH9hXeH94ASjuvD9Vw4b5.jpg,,50000000,,Family,Animation,Science Fiction,Adventure,,,,,,https://www.warnerbros.com/iron-giant,10386,tt0129167,,US,,,,,en,The Iron Giant,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",107.645,/ct04FCFLPImNG5thcPLRnVsZlmS.jpg,,215559.0,/4uvuj56cK745ebWYnaC93hOX9DO.png,Warner Bros. Feature Animation,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,1999-08-06,23300000,86,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Released,It came from outer space!,The Iron Giant,False,7.947,5539
624,False,/6MKr3KgOLmzOP6MSuZERO41Lpkt.jpg,,200000000,,Comedy,Crime,Family,Adventure,,,,,,https://movies.disney.com/cruella,337404,tt3228774,,US,,,,,en,Cruella,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",59.787,/wToO8opxkGwKgSfJ1JK8tGvkG6U.jpg,,2.0,/wdrCwmRnLFJhEoH8GSfymY85KHT.png,Walt Disney Pictures,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3538.0,,Gunn Films,US,2527.0,/osO7TGmlRMistSQ5JZusPhbKUHk.png,Marc Platt Productions,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2021-05-26,233503234,134,,English,en,,,,French,fr,Français,,,,,,,,,,,,,,,,,,,,,,,,,Released,Hello Cruel World,Cruella,False,8.01,9252
